# Wasteland enrichment plan — part of BIOME_ENRICHMENT_DESERT_WASTELAND_1
# Sheet: design/Jawa/worldbuilding/biomes/wasteland.md (FROZEN, BIOME_FREEZE_FABLE_REVIEW_1)
# Before: 1126 tiles, 709 zero-mutator (63%). Target: ~35% zero (394), so 315 tiles touched, 441 rows.
# No anomaly entities, no bioweapon-class lifeforms, wildlife never the headline threat, no unmarked
# wildlife (hard bans Sec.6) — every pick below is ground/air/water hazard or salvage, not a creature def.
# Lore fit per def:
#   AB_AmbientRadiation        - the radiation-halo storms' baseline dose (Sec.4b); the core anomaly.
#   GL_Crater                  - the war-ground family's "vitrified craters" (Sec.8 mutator table).
#   VEE_WastelandFauna         - named for exactly this biome's "leveraging few" extremophile life,
#                                never unmarked ordinary wildlife (Sec.4, hard ban #4).
#   VEE_PoisonousFlora         - "the vegetation is the dosimeter" — radiotroph growth over hot ground
#                                (Sec.4 "the leveraging few").
#   VEE_ContaminatedReservoir  - a hypersaline/brine-battery pool, the sea's display-case chemistry
#                                pulled onto the flats (Sec.4 "the brine batteries").
#   VEE_MineableComponentSpacer- "war salvage priced in dose" — buried arsenals and tech caches (Sec.7).
#   AncientToxVent             - trapped enrichment from the terminator pockets family (Sec.8 table).
#   VEE_ContaminatedRiver      - the hydrological drain: "every river branch ends in a dead salt plain"
#                                (Sec.2, Sec.0 founding doctrine) — gated maxHilliness=Flat (basins).
#   VEE_CraterLake             - a hypersaline pool proper, gated Flat + no-coast (matches the basin
#                                family's low elevation, Sec.0 table).
tile,action,def
16002,mutator,AB_AmbientRadiation
16005,mutator,VEE_CraterLake
16005,mutator,VEE_PoisonousFlora
16010,mutator,VEE_WastelandFauna
16016,mutator,AncientToxVent
16016,mutator,VEE_WastelandFauna
16020,mutator,GL_Crater
16020,mutator,VEE_ContaminatedReservoir
16022,mutator,AB_AmbientRadiation
16022,mutator,VEE_WastelandFauna
16023,mutator,AB_AmbientRadiation
16023,mutator,VEE_PoisonousFlora
16027,mutator,VEE_MineableComponentSpacer
16029,mutator,GL_Crater
16031,mutator,AncientToxVent
16031,mutator,VEE_MineableComponentSpacer
16032,mutator,VEE_WastelandFauna
16059,mutator,GL_Crater
16065,mutator,VEE_ContaminatedRiver
16070,mutator,VEE_ContaminatedReservoir
16075,mutator,GL_Crater
16927,mutator,AncientToxVent
19119,mutator,AB_AmbientRadiation
19119,mutator,AncientToxVent
19121,mutator,AB_AmbientRadiation
19122,mutator,AncientToxVent
19122,mutator,VEE_PoisonousFlora
19123,mutator,GL_Crater
19727,mutator,AB_AmbientRadiation
19727,mutator,VEE_ContaminatedReservoir
19728,mutator,GL_Crater
19728,mutator,VEE_ContaminatedReservoir
19733,mutator,GL_Crater
19733,mutator,VEE_PoisonousFlora
20012,mutator,VEE_ContaminatedRiver
20013,mutator,AB_AmbientRadiation
20019,mutator,VEE_PoisonousFlora
20021,mutator,GL_Crater
20021,mutator,VEE_ContaminatedReservoir
20024,mutator,AB_AmbientRadiation
20028,mutator,AncientToxVent
20028,mutator,VEE_ContaminatedReservoir
20031,mutator,AB_AmbientRadiation
20031,mutator,VEE_ContaminatedReservoir
20073,mutator,VEE_CraterLake
20073,mutator,VEE_WastelandFauna
20090,mutator,GL_Crater
20091,mutator,AncientToxVent
20091,mutator,GL_Crater
20092,mutator,VEE_ContaminatedReservoir
20092,mutator,VEE_MineableComponentSpacer
20093,mutator,GL_Crater
20093,mutator,VEE_WastelandFauna
20094,mutator,VEE_ContaminatedReservoir
20150,mutator,VEE_ContaminatedReservoir
20151,mutator,VEE_MineableComponentSpacer
20152,mutator,AncientToxVent
20152,mutator,VEE_WastelandFauna
20153,mutator,VEE_ContaminatedRiver
20154,mutator,AB_AmbientRadiation
20154,mutator,GL_Crater
20162,mutator,AB_AmbientRadiation
20170,mutator,VEE_ContaminatedReservoir
20171,mutator,AB_AmbientRadiation
20195,mutator,GL_Crater
20216,mutator,AncientToxVent
20216,mutator,VEE_PoisonousFlora
20237,mutator,AB_AmbientRadiation
20237,mutator,VEE_ContaminatedReservoir
20408,mutator,VEE_ContaminatedReservoir
20408,mutator,VEE_PoisonousFlora
20409,mutator,AB_AmbientRadiation
20409,mutator,VEE_ContaminatedRiver
20666,mutator,VEE_ContaminatedRiver
20669,mutator,VEE_ContaminatedReservoir
20672,mutator,VEE_ContaminatedRiver
20672,mutator,VEE_PoisonousFlora
20674,mutator,AB_AmbientRadiation
20683,mutator,GL_Crater
20683,mutator,VEE_ContaminatedRiver
20733,mutator,AB_AmbientRadiation
20733,mutator,VEE_MineableComponentSpacer
20744,mutator,AB_AmbientRadiation
20745,mutator,AncientToxVent
20748,mutator,AB_AmbientRadiation
20748,mutator,VEE_ContaminatedReservoir
20755,mutator,AB_AmbientRadiation
20755,mutator,VEE_ContaminatedReservoir
20757,mutator,VEE_CraterLake
20764,mutator,AncientToxVent
20764,mutator,VEE_ContaminatedReservoir
21397,mutator,VEE_CraterLake
21657,mutator,AB_AmbientRadiation
21657,mutator,VEE_ContaminatedReservoir
21660,mutator,GL_Crater
21660,mutator,VEE_ContaminatedReservoir
21663,mutator,AB_AmbientRadiation
21666,mutator,VEE_ContaminatedReservoir
21666,mutator,VEE_CraterLake
21686,mutator,VEE_MineableComponentSpacer
21687,mutator,VEE_ContaminatedRiver
21687,mutator,VEE_PoisonousFlora
21689,mutator,GL_Crater
21708,mutator,AncientToxVent
21811,mutator,VEE_PoisonousFlora
21825,mutator,AncientToxVent
21825,mutator,VEE_MineableComponentSpacer
21832,mutator,GL_Crater
21832,mutator,VEE_PoisonousFlora
21833,mutator,VEE_WastelandFauna
21835,mutator,VEE_PoisonousFlora
