biome,defName,label,mod,band,bodySize,commonality,belong,standout,defence,status,reason,promoted
RUT_AridShrubland,Gizka,gizka,Star Wars Animal Collection (Continued),small-runway,0.18000000715255737,0.4,,,0.555,keep,arid_shrubland: icon; bs 0.18 (MEASURED),0
RUT_AridShrubland,Nuna,nuna,Star Wars Animal Collection (Continued),small-runway,0.6000000238418579,0.4,,,0.415,keep,"arid_shrubland: SW herbivore bird, bs 0.6 (MEASURED)",0
RUT_AridShrubland,Worrt,worrt,Star Wars Animal Collection (Continued),small-runway,0.6000000238418579,0.4,,,0.585,keep,arid_shrubland: bs 0.6 boundary (MEASURED); slow ambusher,0
RUT_AridShrubland,RSW_MossBeetle,moss beetle,RimMandrake: SW — Bestiary,small-runway,0.45,0.3,,,,keep,"arid_shrubland: bs 0.45 non-predator (MEASURED); soil-floor texture (first true soil, §4); ROSTER_DEAD_BMT_NAMES_SWEEP_1: renamed from BMT_MossBeetle to the already-ported, already-wired RSW_ name (RUT_AridShrubland). Cut by the Lantern Deeps sheet 2026-09-19, which under the owner's 2026-09-21 ruling is scoped to that sheet's biome only — it stays admitted here",0
RUT_AridShrubland,AA_Cactipine,cactipine,Alpha Animals,small-venom,0.5,0.25,,,0.562,keep,"arid_shrubland: venom-quilled small, bs 0.5 (MEASURED)",0
RUT_AridShrubland,Grank,Grank,Star Wars Animal Collection (Continued),medium-interface,0.8500000238418579,0.2,,,0.621,keep,"arid_shrubland: SW interface killer, bs 0.85 spd 5.0 (MEASURED)",0
RUT_AridShrubland,Qormot,qormot,Star Wars Animal Collection (Continued),medium-interface,1,0.2,,,0.575,keep,"arid_shrubland: SW edge-pouncer, bs 1.0 (MEASURED)",0
RUT_AridShrubland,Strill,strill,Star Wars Animal Collection (Continued),medium-interface,1,0.2,,,0.615,keep,"arid_shrubland: SW icon (Mandalorian strill), bs 1.0 (MEASURED)",0
RUT_AridShrubland,Cannok,cannok,Star Wars Animal Collection (Continued),medium-interface,0.8500000238418579,0.16,,,0.581,keep,"arid_shrubland: SW (KOTOR), bs 0.85 (MEASURED)",0
RUT_AridShrubland,Whisperbird,whisperbird,Star Wars Animal Collection (Continued),flier-interface,0.4000000059604645,0.15,,,0.56,keep,arid_shrubland: SW bird-analog — the dive route on the interface (§4),0
RUT_AridShrubland,AA_Needlepost,needlepost,Alpha Animals,small-venom,0.7900000214576721,0.1,,,0.47,adjust-keep,"arid_shrubland: venom-armed small (register venomous, MEASURED special); signature boost",0
RUT_AridShrubland,Pikobis,pikobis,Star Wars Animal Collection (Continued),medium-runner,0.6000000238418579,0.1,,,0.565,keep,"arid_shrubland: SW, bs 0.6 (MEASURED)",0
RUT_AridShrubland,Convor,convor,Star Wars Animal Collection (Continued),flier-interface,0.4000000059604645,0.08,,,0.56,keep,arid_shrubland: SW icon bird-analog,0
RUT_AridShrubland,Vulptex,vulptex,Star Wars Animal Collection (Continued),small-runway,0.550000011920929,0.08,,,0.584,keep,arid_shrubland: SW icon (Crait); bs 0.55 (MEASURED),0
RUT_AridShrubland,FeralNerf,feral nerf,Star Wars Animal Collection (Continued),medium-runner,1,0.04,,,0.425,keep,arid_shrubland: bs 1.0 non-predator (MEASURED),0
RUT_AridShrubland,Porg,porg,Star Wars Animal Collection (Continued),small-runway,0.18000000715255737,0.04,,,0.555,keep,arid_shrubland: SW icon; bs 0.18 (MEASURED),0
RUT_AridShrubland,AA_Wildpod,wildpod,Alpha Animals,huge-sessile,4,0.025,,,0.8,keep,"arid_shrubland: bs 4.0 slow venm pod (MEASURED spd 3.0) — indifferent, plant-like giant",0
RUT_AridShrubland,Voorpak,voorpak,Star Wars Animal Collection (Continued),small-runway,0.3499999940395355,0.02,,,0.559,keep,arid_shrubland: SW small; bs 0.35 (MEASURED),0
RUT_AridShrubland,KowakianMonkeyLizard,kowakian monkey-lizard,Star Wars Animal Collection (Continued),small-runway,0.3499999940395355,0.01,,,0.559,keep,arid_shrubland: SW icon; bs 0.35 (MEASURED),0
RUT_Contagion,AA_OcularJelly,ocular jelly,Alpha Animals,the-eyes,0.5,2.0,,,0.413,keep,the_contagion: §4 ruled table: donor 2.0 — the sensory organ; sinks seconds before a Burn (the player tell),0
RUT_Contagion,AA_RedSpore,red spore,Alpha Animals,the-leaker,2,0.85,,,0.5,keep,"the_contagion: §4 ruled table: donor 0.85 — gallium-based, the ruled UV-walking leaker (ban 2 carve-out)",0
RUT_Contagion,AA_RedGoo,red goo,Alpha Animals,the-body,0.5,0.75,,,0.413,keep,the_contagion: §4 ruled table: the body — donor 0.75 restored (register shows 0.375 MEASURED); buds new forms every Bloom,0
RUT_Contagion,AA_Eyeling,ikee,Alpha Animals,wretched-small,0.4000000059604645,0.6,,,0.56,import,the_contagion: owner review 2026-09 (round2 move mapping): ocular,0
RUT_Contagion,AA_FungalHusk,fungal husk,Alpha Animals,,1,0.5,,,0.575,import,"the_contagion: owner review 2026-09 (round2 move mapping): occular | SIZE RULED: 2 cells (drawSize 2, medium bin) (sitting ruling 2026-09-10)",0
RUT_Contagion,AA_InfectedAerofleet,infected aerofleet,Alpha Animals,the-sower,0.20000000298023224,0.5,,,0.405,keep,"the_contagion: §4 ruled table: donor 0.5 — rides the storm updraft, pops in sunlight",0
RUT_Contagion,AA_OcularNightling,ocular nightling,Alpha Animals,,1.2000000476837158,0.5,,,0.58,import,the_contagion: owner review 2026-09 (round2 move mapping): occular,0
RUT_Contagion,AG_OcularSlinger,ocular slinger,Alpha Genes,,2.5,0.5,,,0.796,import,the_contagion: owner review 2026-09 (round2 move mapping): contagion,0
RUT_Contagion,GR_Fleshling,fleshling,Vanilla Genetics Expanded,,0.20000000298023224,0.5,,,0.405,import,the_contagion: owner review 2026-09 (round2 move mapping): Contagion,0
RUT_Contagion,AA_BloodShrimp,blood shrimp,Alpha Animals,the-drinker,1,0.2,,,0.658,adjust-keep,the_contagion: §4 ruled table: hunts warm blood at the red pools — the reason visitors die at the water's edge; comm raised 0.035→0.2 so the pools actually kill,0
RUT_Contagion,AA_Drainer,drainer,Alpha Animals,the-thieves,0.5,0.15,,,0.413,adjust-keep,the_contagion: §4 ruled table: taps the ocular trees; ruinous to anything a visitor grows; ubiquity-25 TRIM satisfied — this is its named home (prep §9),0
RUT_Contagion,AA_Razorjack,razorjack,Alpha Animals,the-pickers,1,0.15,,,0.575,adjust-keep,the_contagion: §4 ruled table: fast omnivore on the carcass economy; infecter special (MEASURED) on-theme,0
RUT_Contagion,AA_Helixien,helixien,Alpha Animals,the-undertaker,4,0.1,,,0.65,adjust-keep,"the_contagion: §4 ruled table: corrosive disposal of the Unfinished, faster than the goo reabsorbs; bs 4 / spd 0.6 (MEASURED)",0
RUT_Contagion,AA_RoughPlatedMonitor,rough-plated monitor,Alpha Animals,the-basker,2,0.1,,,0.75,keep,"the_contagion: §4 ruled table: UV-armored (acid immunity MEASURED), comes OUT in the Burn — predator-of-the-window (ban 2 armored carve-out)",0
RUT_Contagion,AA_Swarmling,swarmling,Alpha Animals,the-pickers,0.30000001192092896,0.1,,,0.558,adjust-keep,the_contagion: §4 ruled table; ubiquity-25 TRIM satisfied — a named home (prep §9),0
RUT_Contagion,AA_DrainerLarva,drainer larva,Alpha Animals,the-thieves,0.10000000149011612,0.05,,,0.403,keep,the_contagion: §4 ruled table (with Drainer); changes-into-another-creature special (MEASURED) is the biome's unfinishedness in a donor def,0
RUT_CrackedLands,DA_RockTroll,rock troll,Dark Ages : Beasts and Monsters,,4.5,0.5,,,0.95,import,the_cracked_lands: owner review 2026-09 (round2 move mapping): Cracked biome,0
RUT_CrackedLands,RSW_SandPillar,sandpillar,RimMandrake: SW — Bestiary,,0.8,0.5,,,,import,"the_cracked_lands: owner review 2026-09 (round2 move mapping): cracked land | WIRED 2026-09-23 (ROSTER_DEAD_BMT_NAMES_SWEEP_1 step 4) at 0.5 onto RM_FloodedCanyon via UtinniPatches/Patches/WildAnimals_CrackedLands.xml op 2, NOT onto the frozen RUT_CrackedLands. bodySize 0.80 = SMALL, so this raises the small share and cannot break ECOSYSTEM_PYRAMID_LAW_1.",0
RUT_CrackedLands,RSW_MutagenicNorphea,mutagenic norphea,RimMandrake: SW — Bestiary,the-Sealed,0.32,0.4,,,,keep,"the_cracked_lands: §10 Sealed: lies-dormant-until-woken special (MEASURED) — the donor mechanic for creatures that sleep through the dry years (prep §1.4's 107-dormant-rows family); wake trigger re-pointed at water rides the flora/mechanics item; ROSTER_DEAD_BMT_NAMES_SWEEP_1: renamed from BMT_MutagenicNorphea to the already-ported, already-wired RSW_ name (RUT_CrackedLands)",0
RUT_CrackedLands,Gornt,gornt,Star Wars Animal Collection (Continued),the-Patient,0.8500000238418579,0.3,,,0.571,keep,"the_cracked_lands: §10 Patient: ambush country — the kill happens at the seep and the shade line; predator bs 0.85 / spd 4.6 (MEASURED), an edge-pouncer not a pursuit sprinter (no speed ban in this sheet)",0
RUT_CrackedLands,Eopie,eopie,Star Wars Animal Collection (Continued),the-Patient,1.399999976158142,0.25,,,0.455,keep,the_cracked_lands: §10 Patient: moss-browser on the real shade soil; SW icon carve-out (§6 ban 7); herd special (MEASURED),0
RUT_CrackedLands,AA_Murkling,murkling,Alpha Animals,the-Spenders,0.3499999940395355,0.2,,,0.409,adjust-keep,the_cracked_lands: §10 Spenders: corpse decayer (MEASURED) — the flood delivers its own drowned dead and this eats the first feast; ubiquity-25 TRIM satisfied: a named home (prep §9),0
RUT_CrackedLands,CanCell,can-cell,Star Wars Animal Collection (Continued),flier-commuter,1.4500000476837158,0.2,,,0.616,keep,"the_cracked_lands: §4: the fliers' country — feeds in the chasms, NESTS IN THE DESERT (ban 4); some dip to fish at the 27 water tiles (R6/FISH_BY_BIOME_1); flier claim UNMEASURED (broken flag)",0
RUT_CrackedLands,Convor,convor,Star Wars Animal Collection (Continued),flier-commuter,0.4000000059604645,0.2,,,0.56,import,the_cracked_lands: §4 fliers + R17; SW icon; imported from the Contagion eviction; nests in Desert (ban 4); flier UNMEASURED,0
RUT_CrackedLands,RSW_SandLeaper,sand leaper,RimMandrake: SW — Bestiary,the-Spenders,0.2,0.2,,,,adjust-keep,"the_cracked_lands: §10 Spenders: small frantic flood-week life; comm trimmed 1.0→0.2 — 'you see nothing all day' bars a standing high-comm small; ROSTER_DEAD_BMT_NAMES_SWEEP_1: renamed from BMT_SandLeaper to the already-ported, already-wired RSW_ name (RUT_CrackedLands)",0
RUT_CrackedLands,RSW_Creature_Mantrap,mantrap,RimMandrake: SW — Bestiary,the-Patient,0.77,0.15,,,,import,"the_cracked_lands: §10/R6: sit-and-wait lure predator (lure-prey special, spd 0.15 MEASURED) — the no-truce kill at the hidden water, embodied; imported from Scarlands; ROSTER_DEAD_BMT_NAMES_SWEEP_1: renamed from BMT_Creature_Mantrap to the already-ported, already-wired RSW_ name (RUT_CrackedLands)",0
RUT_CrackedLands,Woolamander,woolamander,Star Wars Animal Collection (Continued),flier-commuter,0.75,0.15,,,0.419,import,the_cracked_lands: §4 fliers + R17; imported from the Scarlands eviction; nests in Desert (ban 4); flier UNMEASURED,0
RUT_CrackedLands,AA_SandSquid,sand squid,Alpha Animals,the-Sealed,2,0.1,,,0.683,adjust-keep,"the_cracked_lands: §10 Sealed: terrain-changer burrower, slow (spd 1 MEASURED) — a buried sleeper under the pans; comm raised 0.0025→0.1",0
RUT_Desert,Bantha,bantha,Star Wars Animal Collection (Continued),huge-herd,4,0.8,,,0.5,adjust-keep,desert: ICON; herd = mobile shade structure (desert.md §4); comm raised 0.5→0.8 per prep §2.2 recommendation,0
RUT_Desert,Kreetle,kreetle,Star Wars Animal Collection (Continued),ambush-small,0.20000000298023224,0.8,,,0.605,keep,desert: ban 3 pass: predator spd 3.5 < 4.5 (MEASURED); patch-rim ambusher (prep §2.2),0
RUT_Desert,RSW_Jellypot,jellypot,RimMandrake: SW — Bestiary,ambush-small,0.65,0.7,,,,keep,"desert: sits-and-waits — ""own a shadow"" predator in one def (prep §2.2); spd 1.65 (MEASURED); ROSTER_DEAD_BMT_NAMES_SWEEP_1: renamed from BMT_Jellypot to the already-ported, already-wired RSW_ name (RUT_Desert)",0
RUT_Desert,Shyrack,shyrack,Star Wars Animal Collection (Continued),ambush-flier,0.75,0.6,,,0.639,keep,desert: ban 3 pass: spd 1.5 (MEASURED); cave-mouth ambusher,0
RUT_Desert,AA_GreatDevourer,great devourer,Alpha Animals,,2.5,0.5,,,0.746,import,desert: owner review 2026-09 (round2 move mapping): Relative of the Sarlacc wandering the desert,0
RUT_Desert,AA_Groundrunner,groundrunner,Alpha Animals,,2,0.5,,,0.65,import,desert: owner review 2026-09 (round2 move mapping): desert,0
RUT_Desert,AA_MatureFleshbeast,mature fleshbeast,Alpha Animals,,6,0.5,,,0.65,import,"desert: owner review 2026-09 (round2 move mapping): desert, immature sarlacc",0
RUT_Desert,AA_SandLion,sand lion,Alpha Animals,,2,0.5,,,0.6,import,desert: owner review 2026-09 (round2 move mapping): Sand burrower swimmer deserts,0
RUT_Desert,JOE_Cephalope,cephalope,Cephaloids,,1.2000000476837158,0.5,,,0.58,import,"desert: owner review 2026-09 (round2 move mapping): sand burrower & swimmer, absorb & retire mod, anywhere there is deep hot sand",0
RUT_Desert,JOE_Landopus,landopus,Cephaloids,,0.15000000596046448,0.5,,,0.554,import,desert: owner review 2026-09 (round2 move mapping): desert water defender type,0
RUT_Desert,RSW_Stoneback,bokka,RimMandrake: SW — Bestiary,,0.4,0.5,,,,import,"desert: owner review 2026-09 (round2 move mapping): Anywhere on the dayside where it might be needed. 1.2 cells; ROSTER_DEAD_BMT_NAMES_SWEEP_1: renamed from BMT_Stoneback to the already-ported, already-wired RSW_ name (RUT_Desert); STONEBACK_DEFNAME_COLLISION_1: confirmed as the BOKKA (the surviving RSW_Stoneback). owner 2026-09-22 (identity sheet + sitting): the bokka ""goes into any arid biome where it's needed (desert, extreme desert, or other hot arid day-side)"". Stays wired RUT_Desert 0.5; owner 2026-09-22, correcting BENCH: ""I meant pick one arid home."" The arid biomes he listed were the CANDIDATE set, not an assignment — a shared habitat class is NOT an in-game reason to multi-home an animal (BIOME_SPECIFIC_FAUNA_LAW_1). THIS IS THE BOKKA'S ONE HOME. Chosen over the Stillsand because it is the pre-existing, deployed wiring AND because the Long Shade is one of the six rosters that FAIL the food-pyramid law (45.0% small): pulling a bodySize-0.4 animal at 0.5 commonality out of it would make a failing pyramid worse. If ""where it is needed"" should instead mean the thinner Stillsand (15 species vs 53), it is a one-line move",0
RUT_Desert,RSW_TruffleMole,truffle mole,RimMandrake: SW — Bestiary,,0.9,0.5,,,,import,"desert: owner review 2026-09 (round2 move mapping): sand burrower, desert & extreme desert, 0.4 cells; ROSTER_DEAD_BMT_NAMES_SWEEP_1: renamed from BMT_TruffleMole to the already-ported, already-wired RSW_ name (RUT_Desert)",0
RUT_Desert,AA_DesertAve,desert ave,Alpha Animals,navigator,1,0.4,,,0.425,keep,desert: fast NON-predator = endurance-navigator archetype; ban 3 bans only pursuit predators (prep §2.5 q3: yes),0
RUT_Desert,Gorg,gorg,Star Wars Animal Collection (Continued),ambush-small,0.30000001192092896,0.4,,,0.558,keep,"desert: SW ambush frog, spd 2.9 (MEASURED) — positional (prep §2.2)",0
RUT_Desert,Gutkurr,gutkurr,Star Wars Animal Collection (Continued),burst-predator,2,0.4,,,0.78,adjust-keep,desert: owner card 2026-09-09: slowed 4.5→4.4 — legal burst predator under ban 3,0
RUT_Desert,Jamel,Jamel,Star Wars Animal Collection (Continued),herd,1.899999976158142,0.4,,,0.447,keep,"desert: slow herd endurer, camel-analog inside the familiar-architecture carve-out (prep §2.2; ban 9 wants architecture, not nameable species)",0
RUT_Desert,LongtailGorg,longtail gorg,Star Wars Animal Collection (Continued),ambush-small,0.6000000238418579,0.4,,,0.565,keep,"desert: SW ambush frog, spd 2.3 (MEASURED)",0
RUT_Desert,Ronto,ronto,Star Wars Animal Collection (Continued),huge-herd,6,0.4,,,0.717,keep,"desert: icon, herd, leggy giant — carries its own shade (prep §2.2)",0
RUT_Desert,Sketto,sketto,Star Wars Animal Collection (Continued),ambush-small,0.4000000059604645,0.4,,,0.56,keep,"desert: desert skitterer, spd 3.0 (MEASURED) (prep §2.2)",0
RUT_Desert,WompRat,womp rat,Star Wars Animal Collection (Continued),ambush-small,0.75,0.4,,,0.569,keep,desert: ban 3 pass: spd 3.9 < 4.5 (MEASURED); icon; also injected on the Fall Line,0
RUT_Desert,Wraid,wraid,Star Wars Animal Collection (Continued),burst-predator,3,0.4,,,0.758,adjust-keep,desert: owner card 2026-09-09: slowed 5.0→4.4 — legal burst predator under ban 3 proxy (predator + spd < 4.5),0
RUT_Desert,Eopie,eopie,Star Wars Animal Collection (Continued),herd,1.399999976158142,0.3,,,0.455,keep,desert: icon pack animal (prep §2.2); spd 4.3 non-pursuit,0
RUT_Desert,Hrumph,hrumph,Star Wars Animal Collection (Continued),herd,2.5,0.3,,,0.463,import,desert: bulk-move from shrubland (bs 2.5 in banned 1.5–3.5 there); spd 4.5 non-pred,0
RUT_Desert,IridonianReek,iridonian reek,Star Wars Animal Collection (Continued),herd,3,0.3,,,0.522,import,desert: bulk-move; herd herbivore spd 5.5 non-pred (MEASURED),0
RUT_Desert,Jimvu,jimvu,Star Wars Animal Collection (Continued),herd,2,0.3,,,0.45,import,"desert: bulk-move; fast herbivore (spd 6.0 non-pred, MEASURED) — endurance navigator",0
RUT_Desert,Kwi,Kwi,Star Wars Animal Collection (Continued),herd,3,0.3,,,0.545,import,desert: bulk-move; herd herbivore spd 5.0 non-pred (MEASURED),0
RUT_Desert,Skalder,skalder,Star Wars Animal Collection (Continued),huge-herd,4,0.3,,,0.623,import,desert: herds wanted — mobile shade (prep §1.3: herd giants belong to Desert),0
RUT_Desert,Uvak,uvak,Star Wars Animal Collection (Continued),herd,3,0.3,,,0.625,import,"desert: bulk-move of SW herd stock from shrubland (prep §3.3/§3.5, accepted); spd 3.0 (MEASURED)",0
RUT_Desert,Varactyl,varactyl,Star Wars Animal Collection (Continued),herd,3,0.3,,,0.475,import,desert: bulk-move; fast herbivore legal (ban 3 bans predators only); spd 5.5 non-pred (MEASURED),0
RUT_Desert,Zeer,zeer,Star Wars Animal Collection (Continued),herd,3,0.3,,,0.475,import,desert: bulk-move from shrubland large band (ban 4 there); spd 3.0 herd herbivore (MEASURED),0
RUT_Desert,AA_Needleroll,needleroll,Alpha Animals,grain,0.15000000596046448,0.2,,,0.429,keep,"desert: light-feeder, non-pursuit (MEASURED spd 2.5); dual home with ExtremeDesert",0
RUT_Desert,Falumpaset,falumpaset,Star Wars Animal Collection (Continued),herd,3,0.2,,,0.625,import,"desert: SW pack herbivore, spd 4.3 (MEASURED); prep §11 flagged it homeless without a move",0
RUT_Desert,FrilledGorg,frilled gorg,Star Wars Animal Collection (Continued),ambush-small,0.4000000059604645,0.2,,,0.56,keep,"desert: SW ambush frog, spd 2.3 (MEASURED)",0
RUT_Desert,Jakobeast,jakobeast,Star Wars Animal Collection (Continued),herd,2.5999999046325684,0.2,,,0.465,import,desert: bulk-move; herd herbivore spd 4.5 (MEASURED),0
RUT_Desert,Nerf,nerf,Star Wars Animal Collection (Continued),herd,2,0.2,,,0.45,keep,"desert: SW icon herd beast, spd 3.2 (MEASURED)",0
RUT_Desert,Nuna,nuna,Star Wars Animal Collection (Continued),herd-small,0.6000000238418579,0.2,,,0.415,keep,"desert: SW herbivore bird, spd 3.0 (MEASURED)",0
RUT_Desert,Shaak,shaak,Star Wars Animal Collection (Continued),herd,2,0.2,,,0.45,import,desert: bulk-move; slow herd grazer spd 2.4 (MEASURED),0
RUT_Desert,TeeMuss,tee muss,Star Wars Animal Collection (Continued),herd,2.0999999046325684,0.2,,,0.452,import,desert: bulk-move; herd herbivore spd 4.3 (MEASURED),0
RUT_Desert,Worrt,worrt,Star Wars Animal Collection (Continued),ambush-small,0.6000000238418579,0.2,,,0.585,keep,"desert: Tatooine ambush frog, spd 2.5 (MEASURED) — positional icon",0
RUT_Desert,Bolotaur,bolotaur,Star Wars Animal Collection (Continued),herd,3,0.1,,,0.475,import,desert: bulk-move; fast herbivore spd 5.5 non-pred (MEASURED),0
RUT_Desert,Clodhopper,clodhopper,Star Wars Animal Collection (Continued),ambush-small,0.5,0.1,,,0.572,keep,"desert: SW small, spd 2.0 (MEASURED) — positional",0
RUT_Desert,FeralGrazer,feral grazer,Star Wars Animal Collection (Continued),herd,2,0.1,,,0.51,import,desert: bulk-move; slow grazer spd 2.0 (MEASURED),0
RUT_Desert,Gizka,gizka,Star Wars Animal Collection (Continued),ambush-small,0.18000000715255737,0.1,,,0.555,keep,desert: icon (KOTOR); spd 3.0 (MEASURED),0
RUT_Desert,Iriaz,iriaz,Star Wars Animal Collection (Continued),herd-small,0.699999988079071,0.1,,,0.417,keep,"desert: SW herd herbivore, spd 4.0 non-predator (MEASURED)",0
RUT_Desert,Krykna,krykna,Star Wars Animal Collection (Continued),ambush-small,0.800000011920929,0.1,,,0.703,keep,desert: SW desert spider icon (Rebels); spd 2.5 positional (MEASURED),0
RUT_Desert,Runyip,runyip,Star Wars Animal Collection (Continued),herd,1.5,0.1,,,0.457,import,desert: bulk-move; slow forager spd 2.0 (MEASURED),0
RUT_Desert,AA_Gigantelope,gigantelope,Alpha Animals,herd,2,0.05,,,0.45,keep,"desert: herd herbivore, spd 4.5 non-predator (ban 3 bans predators only)",0
RUT_Desert,AA_SandProwler,sand prowler,Alpha Animals,ambush-burrow,2,0.05,,,0.6,keep,"desert: sand-burrow ambush is legal off pavement (§4: ""some sand burrowing is possible wherever sand exists""); ban 6 covers pavement only; spd 4.0 < 4.5",0
RUT_Desert,Voorpak,voorpak,Star Wars Animal Collection (Continued),ambush-small,0.3499999940395355,0.05,,,0.559,keep,"desert: SW small, spd 3.0 (MEASURED)",0
RUT_Desert,AA_Terramorph,terramorph,Alpha Animals,ambush-flat,1.5,0.035,,,0.646,keep,"desert: flat oriented terrain-mimic — ""anything hiding becomes flat and oriented"" (§4); spd 1.8 (MEASURED)",0
RUT_Desert,AA_SandSquid,sand squid,Alpha Animals,subsurface-slow,2,0.025,,,0.683,keep,"desert: slow sand-filter body (spd 1.0, MEASURED) — reads the buried-canopy layer (§4b)",0
RUT_Desert,AA_MammothWorm,mammoth worm,Alpha Animals,subsurface-slow,3,0.015,,,0.842,keep,"desert: slow burrower-predator spd 2.0 < 4.5 (MEASURED), soft-sand positional",0
RUT_Desert,Horax,horax,Star Wars Animal Collection (Continued),megafauna,15,0.01,,,0.95,import,"desert: interim burst-flagship stat-passer named by prep §2.4: bs 15, spd 2.0 predator < 4.5 — positional megafauna until the shade-whale def lands",0
RUT_ExtremeDesert,AA_SandLion,sand lion,Alpha Animals,,2,0.5,,,0.6,import,dune_sea + deep_desert: owner review 2026-09 (round2 move mapping): Sand burrower swimmer deserts,0
