# Desert enrichment plan — part of BIOME_ENRICHMENT_DESERT_WASTELAND_1
# Sheet: design/Jawa/worldbuilding/biomes/desert.md (FROZEN, BIOME_FREEZE_FABLE_REVIEW_1)
# Before: 3932 tiles, 2077 zero-mutator (53%). Target: ~35% zero (1376), so 701 tiles touched, 981 rows.
# Every pick supports the shade-patch/sprint-economy mechanism; no pursuit predators, no day/night,
# no local fire, no lush (hard bans Sec.6) were introduced by any of these.
# Lore fit per def:
#   GL_DesertPlateau    - the shade-casting mesa: "settlements on the big patches" (Sec.8) sit here.
#   GL_Cliff            - the vertical that "throws a shadow four times its own height" (Sec.1).
#   GL_CliffCorner      - variety on the same shade-caster silhouette language (Sec.9).
#   VEE_MigratoryHerds  - megafauna crossing between shade harbours (Sec.4c "circulatory system").
#   VEE_AggressiveHerds - the patch commons' stratified hierarchy defending the cool centre (Sec.4).
#   VEE_HardToTraverse  - the stripped hardpan/pavement: "nothing can swim up at you... no shade
#                         either" (Sec.4, "soft ground and hard ground").
#   VEE_QuicksandPits   - soft sand where "some burrowing is possible wherever sand exists" (Sec.4).
#   GL_CaveEntrance     - "rock shelters and crevice dwellings in the hills" (Sec.8).
#   Sandy               - the buried-canopy ultracactus ground cover (Sec.4b).
#   WindyMutator        - the ash/smoke haze arriving from Pyreland fires (Sec.4 "the smoke is a gift").
tile,action,def
1085,mutator,GL_Cliff
1240,mutator,VEE_MigratoryHerds
1240,mutator,WindyMutator
1241,mutator,GL_DesertPlateau
1261,mutator,GL_DesertPlateau
1261,mutator,VEE_HardToTraverse
1359,mutator,Sandy
1365,mutator,VEE_AggressiveHerds
1365,mutator,VEE_QuicksandPits
1369,mutator,GL_CliffCorner
1370,mutator,GL_Cliff
1371,mutator,GL_CaveEntrance
1371,mutator,VEE_AggressiveHerds
1374,mutator,VEE_MigratoryHerds
1390,mutator,VEE_HardToTraverse
1413,mutator,VEE_MigratoryHerds
1425,mutator,GL_DesertPlateau
1425,mutator,VEE_MigratoryHerds
1429,mutator,GL_CliffCorner
1429,mutator,GL_DesertPlateau
1436,mutator,VEE_QuicksandPits
1752,mutator,GL_DesertPlateau
1752,mutator,VEE_AggressiveHerds
1758,mutator,VEE_MigratoryHerds
1759,mutator,GL_CliffCorner
1759,mutator,VEE_AggressiveHerds
1794,mutator,VEE_AggressiveHerds
1797,mutator,GL_CliffCorner
1797,mutator,VEE_HardToTraverse
1816,mutator,VEE_MigratoryHerds
1816,mutator,VEE_QuicksandPits
1832,mutator,VEE_AggressiveHerds
1836,mutator,GL_CaveEntrance
1836,mutator,VEE_QuicksandPits
1975,mutator,GL_CliffCorner
1975,mutator,VEE_QuicksandPits
1984,mutator,VEE_AggressiveHerds
2037,mutator,VEE_QuicksandPits
2046,mutator,VEE_AggressiveHerds
2073,mutator,GL_Cliff
2108,mutator,GL_CliffCorner
2108,mutator,Sandy
2151,mutator,VEE_MigratoryHerds
2164,mutator,VEE_MigratoryHerds
2178,mutator,Sandy
2178,mutator,VEE_QuicksandPits
2184,mutator,GL_CliffCorner
2184,mutator,GL_DesertPlateau
2194,mutator,GL_DesertPlateau
2194,mutator,VEE_QuicksandPits
2196,mutator,GL_Cliff
2240,mutator,VEE_MigratoryHerds
2335,mutator,GL_DesertPlateau
2398,mutator,GL_CliffCorner
2398,mutator,Sandy
2423,mutator,VEE_HardToTraverse
2443,mutator,VEE_QuicksandPits
2507,mutator,VEE_HardToTraverse
2563,mutator,WindyMutator
2564,mutator,GL_DesertPlateau
2564,mutator,VEE_QuicksandPits
2572,mutator,VEE_HardToTraverse
2572,mutator,VEE_QuicksandPits
2596,mutator,VEE_AggressiveHerds
2596,mutator,VEE_QuicksandPits
2615,mutator,GL_Cliff
2615,mutator,GL_DesertPlateau
2626,mutator,VEE_AggressiveHerds
2626,mutator,WindyMutator
2632,mutator,GL_DesertPlateau
2635,mutator,VEE_AggressiveHerds
2635,mutator,VEE_HardToTraverse
2649,mutator,GL_Cliff
2687,mutator,GL_DesertPlateau
2688,mutator,VEE_MigratoryHerds
2688,mutator,WindyMutator
2722,mutator,GL_DesertPlateau
2725,mutator,Sandy
2859,mutator,GL_CaveEntrance
2876,mutator,WindyMutator
2978,mutator,GL_Cliff
2978,mutator,VEE_MigratoryHerds
2985,mutator,VEE_MigratoryHerds
2987,mutator,VEE_AggressiveHerds
2989,mutator,VEE_MigratoryHerds
2989,mutator,WindyMutator
2992,mutator,GL_Cliff
2992,mutator,GL_DesertPlateau
2993,mutator,Sandy
2995,mutator,Sandy
2995,mutator,VEE_QuicksandPits
2998,mutator,GL_DesertPlateau
3009,mutator,VEE_HardToTraverse
3009,mutator,VEE_MigratoryHerds
3036,mutator,GL_CaveEntrance
3057,mutator,VEE_HardToTraverse
3057,mutator,VEE_QuicksandPits
3371,mutator,VEE_AggressiveHerds
3409,mutator,GL_DesertPlateau
3413,mutator,GL_Cliff
3413,mutator,GL_DesertPlateau
3415,mutator,VEE_AggressiveHerds
3415,mutator,VEE_MigratoryHerds
3428,mutator,GL_Cliff
3428,mutator,GL_DesertPlateau
3429,mutator,GL_CaveEntrance
3429,mutator,GL_CliffCorner
3438,mutator,VEE_AggressiveHerds
3452,mutator,VEE_HardToTraverse
3452,mutator,VEE_QuicksandPits
3455,mutator,GL_CliffCorner
3455,mutator,GL_DesertPlateau
3456,mutator,GL_DesertPlateau
3457,mutator,VEE_HardToTraverse
3457,mutator,WindyMutator
3604,mutator,GL_DesertPlateau
3607,mutator,GL_CaveEntrance
3607,mutator,Sandy
3656,mutator,VEE_MigratoryHerds
3664,mutator,GL_CliffCorner
3690,mutator,GL_DesertPlateau
3729,mutator,GL_DesertPlateau
3740,mutator,VEE_AggressiveHerds
3740,mutator,VEE_HardToTraverse
3784,mutator,GL_Cliff
3784,mutator,GL_DesertPlateau
3786,mutator,VEE_MigratoryHerds
3787,mutator,WindyMutator
3789,mutator,VEE_QuicksandPits
3795,mutator,VEE_AggressiveHerds
3813,mutator,VEE_AggressiveHerds
3860,mutator,GL_Cliff
3860,mutator,VEE_HardToTraverse
3971,mutator,GL_CaveEntrance
4019,mutator,GL_CliffCorner
4059,mutator,GL_CaveEntrance
4064,mutator,GL_CaveEntrance
4064,mutator,GL_DesertPlateau
4065,mutator,GL_CliffCorner
4068,mutator,GL_Cliff
4068,mutator,VEE_HardToTraverse
4069,mutator,GL_CaveEntrance
4069,mutator,VEE_HardToTraverse
4087,mutator,VEE_AggressiveHerds
4087,mutator,VEE_HardToTraverse
4088,mutator,VEE_QuicksandPits
4124,mutator,GL_DesertPlateau
4126,mutator,GL_DesertPlateau
4130,mutator,VEE_HardToTraverse
4131,mutator,GL_CliffCorner
4132,mutator,GL_Cliff
4132,mutator,GL_DesertPlateau
4133,mutator,GL_CaveEntrance
4136,mutator,GL_CliffCorner
4136,mutator,VEE_QuicksandPits
4138,mutator,VEE_HardToTraverse
4138,mutator,VEE_QuicksandPits
4139,mutator,Sandy
4139,mutator,VEE_AggressiveHerds
4141,mutator,GL_CliffCorner
4141,mutator,GL_DesertPlateau
4488,mutator,GL_DesertPlateau
4493,mutator,GL_Cliff
4522,mutator,WindyMutator
4674,mutator,VEE_AggressiveHerds
4675,mutator,GL_CliffCorner
4746,mutator,GL_DesertPlateau
4820,mutator,WindyMutator
4822,mutator,GL_Cliff
4822,mutator,VEE_MigratoryHerds
4832,mutator,GL_DesertPlateau
4835,mutator,GL_CliffCorner
4835,mutator,VEE_HardToTraverse
4871,mutator,GL_Cliff
4871,mutator,GL_DesertPlateau
4877,mutator,VEE_HardToTraverse
4879,mutator,VEE_MigratoryHerds
4880,mutator,VEE_MigratoryHerds
4889,mutator,WindyMutator
4891,mutator,GL_DesertPlateau
5136,mutator,GL_DesertPlateau
5140,mutator,VEE_QuicksandPits
5170,mutator,GL_DesertPlateau
5172,mutator,GL_Cliff
5206,mutator,Sandy
5206,mutator,WindyMutator
5210,mutator,GL_CaveEntrance
5210,mutator,VEE_MigratoryHerds
5216,mutator,GL_CliffCorner
5216,mutator,GL_DesertPlateau
5220,mutator,VEE_HardToTraverse
5220,mutator,WindyMutator
5223,mutator,GL_CliffCorner
5223,mutator,VEE_QuicksandPits
5225,mutator,VEE_AggressiveHerds
5241,mutator,GL_CaveEntrance
5241,mutator,VEE_AggressiveHerds
5250,mutator,GL_DesertPlateau
5250,mutator,VEE_QuicksandPits
5251,mutator,GL_Cliff
5251,mutator,VEE_MigratoryHerds
5253,mutator,GL_Cliff
5257,mutator,VEE_HardToTraverse
5259,mutator,GL_DesertPlateau
5260,mutator,GL_CliffCorner
5260,mutator,GL_DesertPlateau
5263,mutator,VEE_AggressiveHerds
5263,mutator,VEE_QuicksandPits
5264,mutator,GL_CliffCorner
5264,mutator,VEE_MigratoryHerds
5266,mutator,GL_DesertPlateau
5271,mutator,GL_Cliff
5275,mutator,GL_DesertPlateau
5275,mutator,VEE_HardToTraverse
5313,mutator,GL_Cliff
5313,mutator,Sandy
5315,mutator,VEE_MigratoryHerds
5330,mutator,Sandy
5333,mutator,VEE_QuicksandPits
5348,mutator,VEE_QuicksandPits
5349,mutator,GL_Cliff
5349,mutator,VEE_HardToTraverse
5354,mutator,GL_DesertPlateau
5354,mutator,VEE_QuicksandPits
5364,mutator,GL_Cliff
5364,mutator,VEE_QuicksandPits
5366,mutator,GL_DesertPlateau
5368,mutator,GL_CliffCorner
5368,mutator,Sandy
5383,mutator,GL_CliffCorner
5424,mutator,GL_CaveEntrance
5424,mutator,VEE_QuicksandPits
5435,mutator,GL_Cliff
5435,mutator,VEE_HardToTraverse
5441,mutator,GL_Cliff
5441,mutator,VEE_AggressiveHerds
5454,mutator,GL_CaveEntrance
5454,mutator,GL_DesertPlateau
5493,mutator,GL_DesertPlateau
5493,mutator,VEE_QuicksandPits
5494,mutator,Sandy
5528,mutator,GL_Cliff
5530,mutator,GL_Cliff
5530,mutator,VEE_HardToTraverse
5536,mutator,VEE_QuicksandPits
5537,mutator,GL_DesertPlateau
5537,mutator,VEE_MigratoryHerds
5541,mutator,GL_Cliff
5544,mutator,VEE_HardToTraverse
5560,mutator,VEE_HardToTraverse
5563,mutator,GL_DesertPlateau
5565,mutator,VEE_MigratoryHerds
5569,mutator,GL_DesertPlateau
5572,mutator,GL_CliffCorner
5572,mutator,GL_DesertPlateau
5574,mutator,GL_CliffCorner
5575,mutator,VEE_HardToTraverse
5578,mutator,GL_DesertPlateau
5580,mutator,GL_Cliff
5580,mutator,VEE_MigratoryHerds
5609,mutator,VEE_MigratoryHerds
5636,mutator,GL_CliffCorner
5636,mutator,VEE_QuicksandPits
5645,mutator,GL_Cliff
5645,mutator,VEE_HardToTraverse
5646,mutator,GL_DesertPlateau
5660,mutator,GL_Cliff
5660,mutator,VEE_MigratoryHerds
5663,mutator,VEE_AggressiveHerds
5664,mutator,GL_Cliff
5664,mutator,VEE_QuicksandPits
5677,mutator,VEE_AggressiveHerds
5677,mutator,VEE_MigratoryHerds
5784,mutator,VEE_HardToTraverse
5784,mutator,VEE_QuicksandPits
5787,mutator,VEE_HardToTraverse
5793,mutator,GL_Cliff
5793,mutator,VEE_AggressiveHerds
5799,mutator,GL_Cliff
5815,mutator,GL_CliffCorner
6269,mutator,VEE_AggressiveHerds
6269,mutator,VEE_HardToTraverse
6407,mutator,VEE_HardToTraverse
6408,mutator,Sandy
6408,mutator,VEE_QuicksandPits
6412,mutator,VEE_QuicksandPits
6414,mutator,VEE_AggressiveHerds
6619,mutator,VEE_MigratoryHerds
6619,mutator,VEE_QuicksandPits
6621,mutator,VEE_MigratoryHerds
6630,mutator,GL_DesertPlateau
6630,mutator,WindyMutator
6740,mutator,VEE_HardToTraverse
6743,mutator,VEE_HardToTraverse
6745,mutator,GL_DesertPlateau
6745,mutator,VEE_MigratoryHerds
6831,mutator,GL_CaveEntrance
6831,mutator,VEE_AggressiveHerds
6835,mutator,GL_CaveEntrance
6835,mutator,VEE_HardToTraverse
6858,mutator,VEE_AggressiveHerds
6858,mutator,VEE_HardToTraverse
7026,mutator,VEE_HardToTraverse
7303,mutator,Sandy
7494,mutator,VEE_MigratoryHerds
7544,mutator,Sandy
7544,mutator,WindyMutator
7549,mutator,VEE_QuicksandPits
7565,mutator,VEE_AggressiveHerds
7736,mutator,VEE_HardToTraverse
7843,mutator,GL_CaveEntrance
7843,mutator,GL_CliffCorner
7844,mutator,VEE_HardToTraverse
7846,mutator,GL_DesertPlateau
7849,mutator,VEE_HardToTraverse
7849,mutator,WindyMutator
7855,mutator,GL_Cliff
7855,mutator,WindyMutator
7873,mutator,GL_DesertPlateau
7873,mutator,VEE_HardToTraverse
7893,mutator,Sandy
7894,mutator,Sandy
7894,mutator,VEE_MigratoryHerds
7912,mutator,GL_DesertPlateau
7914,mutator,GL_DesertPlateau
7915,mutator,VEE_QuicksandPits
8230,mutator,GL_Cliff
8230,mutator,GL_DesertPlateau
8231,mutator,GL_CaveEntrance
8231,mutator,Sandy
8237,mutator,GL_CliffCorner
8270,mutator,GL_CliffCorner
8275,mutator,VEE_AggressiveHerds
8289,mutator,GL_CaveEntrance
8289,mutator,GL_Cliff
8312,mutator,VEE_AggressiveHerds
8312,mutator,VEE_MigratoryHerds
8313,mutator,GL_Cliff
8314,mutator,GL_CliffCorner
8317,mutator,GL_DesertPlateau
8453,mutator,GL_Cliff
8453,mutator,GL_DesertPlateau
8454,mutator,VEE_AggressiveHerds
8454,mutator,WindyMutator
8455,mutator,VEE_HardToTraverse
8455,mutator,VEE_QuicksandPits
8463,mutator,GL_CaveEntrance
8463,mutator,VEE_MigratoryHerds
8465,mutator,GL_CaveEntrance
8523,mutator,GL_Cliff
8523,mutator,VEE_AggressiveHerds
8527,mutator,GL_DesertPlateau
8546,mutator,GL_CliffCorner
8550,mutator,VEE_HardToTraverse
8552,mutator,VEE_MigratoryHerds
8554,mutator,GL_DesertPlateau
8582,mutator,VEE_HardToTraverse
8585,mutator,VEE_HardToTraverse
8606,mutator,VEE_HardToTraverse
8607,mutator,GL_CliffCorner
8607,mutator,VEE_AggressiveHerds
8631,mutator,GL_Cliff
8631,mutator,GL_CliffCorner
8634,mutator,GL_DesertPlateau
8634,mutator,Sandy
8655,mutator,VEE_AggressiveHerds
8656,mutator,GL_Cliff
8656,mutator,GL_DesertPlateau
8676,mutator,GL_DesertPlateau
8922,mutator,VEE_QuicksandPits
8929,mutator,GL_CaveEntrance
8930,mutator,GL_DesertPlateau
8933,mutator,VEE_AggressiveHerds
8934,mutator,VEE_AggressiveHerds
8948,mutator,GL_Cliff
8948,mutator,GL_DesertPlateau
8974,mutator,GL_Cliff
8974,mutator,GL_DesertPlateau
8975,mutator,GL_DesertPlateau
8977,mutator,GL_Cliff
8977,mutator,VEE_QuicksandPits
8978,mutator,VEE_MigratoryHerds
8980,mutator,GL_DesertPlateau
8980,mutator,VEE_QuicksandPits
8984,mutator,GL_Cliff
8987,mutator,VEE_MigratoryHerds
8987,mutator,VEE_QuicksandPits
8988,mutator,VEE_HardToTraverse
8993,mutator,VEE_MigratoryHerds
8997,mutator,GL_DesertPlateau
9345,mutator,VEE_QuicksandPits
9352,mutator,VEE_MigratoryHerds
9353,mutator,GL_CaveEntrance
9382,mutator,GL_CaveEntrance
9392,mutator,VEE_MigratoryHerds
9394,mutator,GL_DesertPlateau
9394,mutator,VEE_QuicksandPits
9397,mutator,GL_Cliff
9530,mutator,WindyMutator
9534,mutator,VEE_MigratoryHerds
9606,mutator,VEE_QuicksandPits
9680,mutator,VEE_AggressiveHerds
9680,mutator,VEE_QuicksandPits
9685,mutator,VEE_AggressiveHerds
9697,mutator,GL_CaveEntrance
9697,mutator,VEE_AggressiveHerds
9722,mutator,GL_CaveEntrance
9725,mutator,GL_DesertPlateau
9734,mutator,GL_DesertPlateau
9748,mutator,GL_DesertPlateau
9748,mutator,WindyMutator
9754,mutator,VEE_QuicksandPits
9894,mutator,VEE_AggressiveHerds
10031,mutator,VEE_QuicksandPits
10069,mutator,GL_Cliff
10069,mutator,VEE_HardToTraverse
10071,mutator,GL_DesertPlateau
10076,mutator,VEE_HardToTraverse
10079,mutator,GL_CaveEntrance
10083,mutator,VEE_AggressiveHerds
10083,mutator,VEE_HardToTraverse
10107,mutator,GL_Cliff
10107,mutator,GL_DesertPlateau
10110,mutator,GL_Cliff
10110,mutator,GL_DesertPlateau
10116,mutator,VEE_AggressiveHerds
10117,mutator,GL_Cliff
10118,mutator,GL_Cliff
10119,mutator,GL_DesertPlateau
10122,mutator,GL_CliffCorner
10126,mutator,GL_CliffCorner
10126,mutator,VEE_QuicksandPits
10135,mutator,GL_DesertPlateau
10190,mutator,Sandy
10192,mutator,GL_DesertPlateau
10193,mutator,GL_Cliff
10193,mutator,VEE_QuicksandPits
10198,mutator,GL_DesertPlateau
10210,mutator,GL_Cliff
10212,mutator,VEE_HardToTraverse
10214,mutator,VEE_AggressiveHerds
10223,mutator,GL_CaveEntrance
10223,mutator,GL_Cliff
10226,mutator,GL_Cliff
10228,mutator,GL_DesertPlateau
10229,mutator,Sandy
10229,mutator,VEE_HardToTraverse
10230,mutator,GL_DesertPlateau
10230,mutator,VEE_AggressiveHerds
10242,mutator,GL_CliffCorner
10243,mutator,VEE_MigratoryHerds
10294,mutator,GL_CaveEntrance
10295,mutator,GL_CliffCorner
10295,mutator,GL_DesertPlateau
10299,mutator,GL_Cliff
10299,mutator,GL_DesertPlateau
10300,mutator,VEE_AggressiveHerds
10300,mutator,VEE_HardToTraverse
10302,mutator,GL_DesertPlateau
10302,mutator,VEE_AggressiveHerds
10303,mutator,GL_Cliff
10353,mutator,VEE_AggressiveHerds
10353,mutator,VEE_QuicksandPits
10354,mutator,VEE_AggressiveHerds
10356,mutator,VEE_QuicksandPits
10391,mutator,VEE_QuicksandPits
10401,mutator,GL_Cliff
10401,mutator,GL_CliffCorner
10402,mutator,GL_Cliff
10402,mutator,VEE_QuicksandPits
10404,mutator,VEE_MigratoryHerds
10406,mutator,VEE_QuicksandPits
10419,mutator,GL_CliffCorner
10424,mutator,VEE_HardToTraverse
10425,mutator,GL_CaveEntrance
10434,mutator,VEE_HardToTraverse
10436,mutator,GL_CliffCorner
10436,mutator,VEE_AggressiveHerds
10466,mutator,GL_CliffCorner
10467,mutator,Sandy
10467,mutator,VEE_HardToTraverse
10496,mutator,VEE_QuicksandPits
10499,mutator,GL_DesertPlateau
10499,mutator,VEE_MigratoryHerds
10502,mutator,VEE_AggressiveHerds
10502,mutator,VEE_MigratoryHerds
10505,mutator,GL_CliffCorner
10521,mutator,VEE_MigratoryHerds
10523,mutator,Sandy
10523,mutator,VEE_MigratoryHerds
10535,mutator,GL_Cliff
10546,mutator,GL_CaveEntrance
10546,mutator,VEE_HardToTraverse
10547,mutator,GL_CliffCorner
10547,mutator,VEE_MigratoryHerds
10549,mutator,Sandy
10674,mutator,GL_DesertPlateau
10675,mutator,GL_Cliff
10693,mutator,GL_DesertPlateau
10693,mutator,VEE_AggressiveHerds
11122,mutator,GL_Cliff
11202,mutator,VEE_MigratoryHerds
11206,mutator,VEE_QuicksandPits
11206,mutator,WindyMutator
11267,mutator,GL_CliffCorner
11270,mutator,GL_CaveEntrance
11481,mutator,GL_DesertPlateau
11524,mutator,VEE_MigratoryHerds
11524,mutator,VEE_QuicksandPits
11594,mutator,GL_CliffCorner
11594,mutator,VEE_HardToTraverse
11595,mutator,GL_Cliff
11605,mutator,GL_DesertPlateau
11605,mutator,VEE_MigratoryHerds
11694,mutator,GL_DesertPlateau
11695,mutator,GL_Cliff
11695,mutator,GL_DesertPlateau
11711,mutator,GL_DesertPlateau
11711,mutator,VEE_MigratoryHerds
11880,mutator,Sandy
11880,mutator,VEE_AggressiveHerds
11882,mutator,Sandy
12154,mutator,GL_CliffCorner
12154,mutator,GL_DesertPlateau
12155,mutator,GL_Cliff
12155,mutator,VEE_QuicksandPits
12175,mutator,Sandy
12175,mutator,VEE_AggressiveHerds
12184,mutator,GL_CliffCorner
12186,mutator,GL_CaveEntrance
12186,mutator,Sandy
12214,mutator,GL_DesertPlateau
12215,mutator,GL_CliffCorner
12216,mutator,GL_Cliff
12216,mutator,VEE_HardToTraverse
12219,mutator,GL_CliffCorner
12220,mutator,VEE_AggressiveHerds
12221,mutator,WindyMutator
12222,mutator,VEE_AggressiveHerds
12227,mutator,GL_Cliff
12232,mutator,GL_CliffCorner
12233,mutator,VEE_AggressiveHerds
12234,mutator,GL_CaveEntrance
12234,mutator,GL_Cliff
12235,mutator,VEE_QuicksandPits
12596,mutator,VEE_MigratoryHerds
12600,mutator,GL_DesertPlateau
12636,mutator,GL_Cliff
12636,mutator,WindyMutator
12637,mutator,GL_CliffCorner
12637,mutator,VEE_AggressiveHerds
12640,mutator,GL_DesertPlateau
12922,mutator,WindyMutator
12932,mutator,VEE_HardToTraverse
12933,mutator,GL_Cliff
12933,mutator,GL_CliffCorner
12935,mutator,VEE_HardToTraverse
12948,mutator,GL_DesertPlateau
12951,mutator,VEE_HardToTraverse
12971,mutator,VEE_MigratoryHerds
12976,mutator,GL_Cliff
12980,mutator,GL_Cliff
12980,mutator,VEE_MigratoryHerds
12982,mutator,GL_DesertPlateau
12982,mutator,VEE_HardToTraverse
12983,mutator,GL_CliffCorner
12983,mutator,VEE_MigratoryHerds
12992,mutator,GL_CliffCorner
13003,mutator,VEE_AggressiveHerds
13154,mutator,GL_CaveEntrance
13154,mutator,VEE_MigratoryHerds
13307,mutator,WindyMutator
13352,mutator,GL_CliffCorner
13361,mutator,GL_CliffCorner
13363,mutator,GL_DesertPlateau
13363,mutator,VEE_QuicksandPits
13372,mutator,Sandy
13374,mutator,GL_Cliff
13446,mutator,GL_CliffCorner
13446,mutator,VEE_QuicksandPits
13448,mutator,GL_DesertPlateau
13452,mutator,GL_Cliff
13452,mutator,VEE_QuicksandPits
13454,mutator,GL_Cliff
13454,mutator,VEE_QuicksandPits
13457,mutator,GL_Cliff
13458,mutator,GL_Cliff
13465,mutator,GL_CliffCorner
13465,mutator,VEE_HardToTraverse
13471,mutator,GL_DesertPlateau
13475,mutator,GL_DesertPlateau
13475,mutator,VEE_MigratoryHerds
13477,mutator,GL_Cliff
13523,mutator,Sandy
13523,mutator,VEE_AggressiveHerds
13524,mutator,GL_DesertPlateau
13525,mutator,GL_CliffCorner
13535,mutator,VEE_MigratoryHerds
13540,mutator,GL_DesertPlateau
13567,mutator,VEE_AggressiveHerds
13582,mutator,GL_CliffCorner
13582,mutator,VEE_MigratoryHerds
13583,mutator,GL_Cliff
13583,mutator,GL_DesertPlateau
13629,mutator,GL_DesertPlateau
13631,mutator,VEE_MigratoryHerds
13634,mutator,VEE_AggressiveHerds
13638,mutator,VEE_HardToTraverse
13643,mutator,VEE_MigratoryHerds
13652,mutator,VEE_HardToTraverse
13653,mutator,GL_Cliff
13653,mutator,VEE_MigratoryHerds
13659,mutator,VEE_MigratoryHerds
13662,mutator,GL_CaveEntrance
13662,mutator,GL_CliffCorner
13663,mutator,VEE_HardToTraverse
13668,mutator,VEE_QuicksandPits
13671,mutator,VEE_MigratoryHerds
13674,mutator,GL_Cliff
13674,mutator,VEE_MigratoryHerds
13680,mutator,GL_CliffCorner
13689,mutator,VEE_HardToTraverse
13739,mutator,VEE_HardToTraverse
13739,mutator,VEE_QuicksandPits
13740,mutator,GL_CliffCorner
13740,mutator,VEE_MigratoryHerds
13741,mutator,VEE_AggressiveHerds
13741,mutator,VEE_QuicksandPits
13742,mutator,VEE_MigratoryHerds
13746,mutator,GL_Cliff
13746,mutator,GL_CliffCorner
13747,mutator,GL_DesertPlateau
13747,mutator,Sandy
13750,mutator,GL_CaveEntrance
13750,mutator,VEE_MigratoryHerds
13760,mutator,VEE_HardToTraverse
13761,mutator,GL_CaveEntrance
13761,mutator,VEE_MigratoryHerds
13762,mutator,GL_CliffCorner
13762,mutator,VEE_HardToTraverse
13775,mutator,VEE_MigratoryHerds
13784,mutator,GL_DesertPlateau
13784,mutator,VEE_QuicksandPits
13789,mutator,GL_CliffCorner
13789,mutator,VEE_HardToTraverse
13792,mutator,GL_CliffCorner
13792,mutator,GL_DesertPlateau
13807,mutator,GL_Cliff
13807,mutator,VEE_MigratoryHerds
13899,mutator,GL_CaveEntrance
13902,mutator,VEE_MigratoryHerds
13902,mutator,VEE_QuicksandPits
14718,mutator,GL_DesertPlateau
14718,mutator,VEE_MigratoryHerds
14821,mutator,GL_DesertPlateau
14844,mutator,GL_DesertPlateau
14844,mutator,VEE_HardToTraverse
14845,mutator,GL_Cliff
14849,mutator,GL_Cliff
14849,mutator,VEE_AggressiveHerds
14929,mutator,GL_DesertPlateau
14930,mutator,VEE_AggressiveHerds
14931,mutator,GL_DesertPlateau
14931,mutator,VEE_MigratoryHerds
14954,mutator,GL_CliffCorner
15106,mutator,GL_DesertPlateau
15108,mutator,WindyMutator
15436,mutator,VEE_MigratoryHerds
15437,mutator,Sandy
15437,mutator,VEE_MigratoryHerds
15447,mutator,GL_DesertPlateau
15464,mutator,GL_CliffCorner
15464,mutator,VEE_MigratoryHerds
15467,mutator,WindyMutator
15472,mutator,VEE_MigratoryHerds
