# PoisonForest enrichment plan — BIOME_ENRICHMENT_POISON_FOREST_1
# Sheet: design/Jawa/worldbuilding/biomes/poison_forest.md (FROZEN, BIOME_FREEZE_FABLE_REVIEW_1)
# Before: 557 tiles, 412 zero-mutator (74%). Target: ~35% zero (195), so 217 tiles touched, 304 mutator rows.
# All picks are ANCIENT/ARTIFICIAL vents, never natural volcanism/steam/geysers (hard ban #114) —
# they read as the ruined "gas-tap scaffolds" and "capped wellheads" of Sec.8, not magma features.
# Lore fit per def:
#   AB_AncientFreezingVent  - the biome's own driving mechanism: cold gas venting along the terminator
#                             thermal boundary (Sec.2 "Why the vents are cold"). Primary pick.
#   AB_AncientBloodRainVent - chemical fallout staining trunks; matches the dark red-purple defeated-
#                             phototroph crust and the metal-tear weeping bark (Sec.9 palette).
#   AB_AncientGreyPallVent  - grey ash-slag palette match ("bone-pale trunks streaked with grey metal
#                             tears", Sec.9); NOT the Twilight Sea's "moldy" identity — kept distinct.
#   AB_AncientDeathPallVent - toxic pall over ground; reinforces "all meat here is toxic" (Sec.5).
#   AncientSmokeVent        - vanilla ruin-vent; the "condenser stacks... furred with crystal" (Sec.8).
#   AncientToxVent          - vanilla ruin-vent; reinforces the chemical/toxic anomaly, not a geyser.
#   FoggyMutator            - the permanent scattered-dusk light regime (Sec.2 "scattered twilight").
#   UndergroundCave         - hilly tiles (up to Mountains); the ore/mineral-bearing rock beneath the
#                             chemosynthetic forest ("ore is present in the organisms, not only the rock").
tile,action,def
3417,mutator,AB_AncientGreyPallVent
3421,mutator,AB_AncientFreezingVent
3421,mutator,UndergroundCave
3597,mutator,AncientSmokeVent
3773,mutator,AB_AncientBloodRainVent
3773,mutator,AB_AncientDeathPallVent
3814,mutator,AB_AncientFreezingVent
3814,mutator,AB_AncientGreyPallVent
4669,mutator,AB_AncientGreyPallVent
4678,mutator,AncientSmokeVent
4678,mutator,FoggyMutator
4680,mutator,AB_AncientFreezingVent
4680,mutator,AB_AncientGreyPallVent
4682,mutator,UndergroundCave
4683,mutator,AncientSmokeVent
4684,mutator,AB_AncientFreezingVent
4685,mutator,AB_AncientBloodRainVent
4685,mutator,AncientSmokeVent
4688,mutator,AncientSmokeVent
4694,mutator,AB_AncientBloodRainVent
4695,mutator,AB_AncientGreyPallVent
4826,mutator,AB_AncientFreezingVent
4826,mutator,AncientToxVent
4828,mutator,AB_AncientFreezingVent
4829,mutator,AB_AncientBloodRainVent
4829,mutator,AB_AncientFreezingVent
4831,mutator,AB_AncientDeathPallVent
4893,mutator,AncientToxVent
4896,mutator,AB_AncientGreyPallVent
4896,mutator,FoggyMutator
5215,mutator,AB_AncientDeathPallVent
5215,mutator,AB_AncientFreezingVent
5234,mutator,AB_AncientBloodRainVent
5234,mutator,FoggyMutator
5237,mutator,AB_AncientGreyPallVent
5238,mutator,AncientToxVent
5319,mutator,UndergroundCave
5552,mutator,AB_AncientDeathPallVent
5558,mutator,AB_AncientGreyPallVent
5562,mutator,AncientToxVent
5647,mutator,AB_AncientFreezingVent
5693,mutator,AB_AncientDeathPallVent
5693,mutator,AncientSmokeVent
5694,mutator,AB_AncientFreezingVent
5750,mutator,AB_AncientBloodRainVent
5751,mutator,AB_AncientGreyPallVent
5751,mutator,FoggyMutator
5768,mutator,AB_AncientGreyPallVent
6851,mutator,AB_AncientBloodRainVent
6851,mutator,AB_AncientFreezingVent
6852,mutator,FoggyMutator
6853,mutator,AB_AncientBloodRainVent
6853,mutator,AB_AncientFreezingVent
6990,mutator,AB_AncientBloodRainVent
6990,mutator,AncientToxVent
7245,mutator,AB_AncientFreezingVent
7252,mutator,AB_AncientFreezingVent
7253,mutator,AB_AncientFreezingVent
7502,mutator,AB_AncientGreyPallVent
7503,mutator,AB_AncientFreezingVent
7808,mutator,AB_AncientDeathPallVent
7808,mutator,AB_AncientGreyPallVent
7917,mutator,AncientSmokeVent
7918,mutator,AB_AncientGreyPallVent
8234,mutator,AB_AncientGreyPallVent
8236,mutator,AB_AncientBloodRainVent
8236,mutator,FoggyMutator
8276,mutator,AB_AncientDeathPallVent
8276,mutator,AB_AncientFreezingVent
8277,mutator,AncientToxVent
8277,mutator,FoggyMutator
8281,mutator,AB_AncientDeathPallVent
8281,mutator,FoggyMutator
8459,mutator,AB_AncientGreyPallVent
8461,mutator,AB_AncientFreezingVent
8461,mutator,AncientToxVent
8609,mutator,AB_AncientFreezingVent
8609,mutator,UndergroundCave
8611,mutator,AB_AncientDeathPallVent
8611,mutator,AB_AncientFreezingVent
8675,mutator,AB_AncientFreezingVent
9426,mutator,FoggyMutator
9537,mutator,AB_AncientGreyPallVent
9540,mutator,AB_AncientFreezingVent
9545,mutator,AB_AncientBloodRainVent
9549,mutator,AncientToxVent
9554,mutator,AB_AncientFreezingVent
9555,mutator,AB_AncientBloodRainVent
9687,mutator,AB_AncientBloodRainVent
9691,mutator,AB_AncientDeathPallVent
9691,mutator,AB_AncientFreezingVent
9756,mutator,AB_AncientBloodRainVent
9756,mutator,FoggyMutator
10074,mutator,AB_AncientGreyPallVent
10074,mutator,AncientToxVent
10089,mutator,AB_AncientFreezingVent
10092,mutator,AB_AncientDeathPallVent
10092,mutator,AncientSmokeVent
10093,mutator,FoggyMutator
10097,mutator,AncientSmokeVent
10173,mutator,AncientSmokeVent
10175,mutator,AncientSmokeVent
10175,mutator,UndergroundCave
10176,mutator,AB_AncientFreezingVent
10179,mutator,AB_AncientGreyPallVent
10183,mutator,AncientSmokeVent
10196,mutator,AncientSmokeVent
10408,mutator,AB_AncientDeathPallVent
10418,mutator,AncientToxVent
10422,mutator,AB_AncientFreezingVent
10550,mutator,AB_AncientFreezingVent
10550,mutator,AncientSmokeVent
10553,mutator,AB_AncientGreyPallVent
10553,mutator,UndergroundCave
10611,mutator,AB_AncientFreezingVent
10628,mutator,AncientSmokeVent
11710,mutator,AB_AncientBloodRainVent
11710,mutator,AB_AncientFreezingVent
11712,mutator,AB_AncientFreezingVent
11712,mutator,AncientSmokeVent
11713,mutator,AB_AncientBloodRainVent
12766,mutator,AB_AncientFreezingVent
12768,mutator,AB_AncientGreyPallVent
12769,mutator,AB_AncientGreyPallVent
12769,mutator,AncientSmokeVent
12772,mutator,AB_AncientDeathPallVent
12774,mutator,AB_AncientDeathPallVent
12774,mutator,AncientSmokeVent
12779,mutator,AB_AncientBloodRainVent
12780,mutator,AB_AncientGreyPallVent
12780,mutator,AncientSmokeVent
12782,mutator,AncientSmokeVent
12784,mutator,AB_AncientFreezingVent
12786,mutator,AB_AncientFreezingVent
12788,mutator,AncientSmokeVent
12791,mutator,AB_AncientFreezingVent
12791,mutator,AB_AncientGreyPallVent
12792,mutator,AB_AncientDeathPallVent
12798,mutator,AncientToxVent
12798,mutator,FoggyMutator
12924,mutator,AB_AncientBloodRainVent
12924,mutator,AB_AncientGreyPallVent
12925,mutator,AncientSmokeVent
13311,mutator,AncientSmokeVent
13313,mutator,AB_AncientDeathPallVent
13313,mutator,FoggyMutator
13329,mutator,AB_AncientFreezingVent
13329,mutator,AncientToxVent
13330,mutator,AB_AncientDeathPallVent
13331,mutator,AncientToxVent
13336,mutator,AB_AncientBloodRainVent
13338,mutator,AB_AncientGreyPallVent
13412,mutator,AB_AncientDeathPallVent
13412,mutator,AncientToxVent
13416,mutator,AB_AncientDeathPallVent
13418,mutator,AB_AncientDeathPallVent
13418,mutator,AB_AncientGreyPallVent
13419,mutator,AncientToxVent
13420,mutator,AncientSmokeVent
13422,mutator,AB_AncientDeathPallVent
13431,mutator,AB_AncientBloodRainVent
13431,mutator,AncientSmokeVent
13434,mutator,AB_AncientBloodRainVent
13434,mutator,AB_AncientGreyPallVent
13435,mutator,AB_AncientDeathPallVent
13444,mutator,AB_AncientBloodRainVent
13444,mutator,AncientToxVent
13445,mutator,AncientSmokeVent
13848,mutator,FoggyMutator
13849,mutator,UndergroundCave
13875,mutator,AB_AncientBloodRainVent
13875,mutator,FoggyMutator
13877,mutator,AB_AncientFreezingVent
14957,mutator,UndergroundCave
14958,mutator,AB_AncientFreezingVent
14958,mutator,AncientSmokeVent
14959,mutator,AB_AncientBloodRainVent
14959,mutator,AB_AncientGreyPallVent
15401,mutator,AB_AncientDeathPallVent
15401,mutator,AncientToxVent
15666,mutator,AncientToxVent
15666,mutator,UndergroundCave
15900,mutator,AB_AncientFreezingVent
15901,mutator,AB_AncientGreyPallVent
15920,mutator,AncientToxVent
15920,mutator,UndergroundCave
16050,mutator,AncientSmokeVent
16066,mutator,AncientSmokeVent
16067,mutator,AncientSmokeVent
17818,mutator,AB_AncientBloodRainVent
17818,mutator,UndergroundCave
17819,mutator,AncientSmokeVent
18061,mutator,AB_AncientDeathPallVent
18065,mutator,AB_AncientDeathPallVent
18066,mutator,FoggyMutator
18067,mutator,AB_AncientDeathPallVent
18080,mutator,AncientToxVent
18082,mutator,AncientSmokeVent
18082,mutator,FoggyMutator
18086,mutator,AB_AncientDeathPallVent
19064,mutator,AB_AncientBloodRainVent
19070,mutator,AB_AncientBloodRainVent
19136,mutator,AB_AncientBloodRainVent
19136,mutator,AB_AncientFreezingVent
19144,mutator,AB_AncientBloodRainVent
19144,mutator,AB_AncientGreyPallVent
19149,mutator,AB_AncientFreezingVent
19154,mutator,AncientSmokeVent
19154,mutator,UndergroundCave
19155,mutator,FoggyMutator
19160,mutator,AB_AncientDeathPallVent
19160,mutator,AB_AncientFreezingVent
19163,mutator,AncientToxVent
19163,mutator,FoggyMutator
19164,mutator,AB_AncientBloodRainVent
19165,mutator,AB_AncientBloodRainVent
19169,mutator,UndergroundCave
19210,mutator,FoggyMutator
19218,mutator,AB_AncientGreyPallVent
19218,mutator,AncientToxVent
19910,mutator,AB_AncientBloodRainVent
19915,mutator,AB_AncientBloodRainVent
19915,mutator,AB_AncientDeathPallVent
19922,mutator,AB_AncientBloodRainVent
19924,mutator,AncientSmokeVent
19926,mutator,AB_AncientFreezingVent
19926,mutator,AncientSmokeVent
19927,mutator,AB_AncientFreezingVent
19927,mutator,AB_AncientGreyPallVent
19930,mutator,AncientSmokeVent
20043,mutator,AncientToxVent
20047,mutator,AB_AncientGreyPallVent
20047,mutator,AncientToxVent
20051,mutator,AB_AncientFreezingVent
20054,mutator,AB_AncientFreezingVent
20068,mutator,AB_AncientFreezingVent
20069,mutator,AB_AncientDeathPallVent
20070,mutator,AB_AncientBloodRainVent
20070,mutator,UndergroundCave
20163,mutator,AB_AncientFreezingVent
20163,mutator,AB_AncientGreyPallVent
20165,mutator,AncientToxVent
20165,mutator,FoggyMutator
20193,mutator,AB_AncientGreyPallVent
20193,mutator,UndergroundCave
20198,mutator,AncientSmokeVent
20203,mutator,AB_AncientFreezingVent
20203,mutator,FoggyMutator
20433,mutator,AncientToxVent
20434,mutator,AB_AncientBloodRainVent
20434,mutator,AB_AncientGreyPallVent
20446,mutator,FoggyMutator
20592,mutator,AB_AncientDeathPallVent
20592,mutator,AncientSmokeVent
20593,mutator,AB_AncientFreezingVent
20593,mutator,AncientSmokeVent
20600,mutator,AncientSmokeVent
20601,mutator,AncientSmokeVent
20602,mutator,AB_AncientBloodRainVent
21726,mutator,AB_AncientDeathPallVent
21726,mutator,FoggyMutator
