# RUT_GreySea enrichment plan — SEA_ENRICHMENT_LANDMARKS_1
# Sheets: design/Jawa/worldbuilding/biomes/terminator_sea.md (surface/shore law, FROZEN) +
#         the_grey_deep.md (bottom, deferred implementation; "statuary", shrinking fastest).
# Before: 429 tiles, ZERO carried a landmark (the review's flagged deficiency). Target: ~65% coverage
# (279 tiles), 279 new landmark rows.
# Same gate discipline as the Twilight plan: coastSides=0..0 / no-coast or maxHilliness=Flat only —
# every RUT_GreySea tile is Flat and none are coastal in the census. No fauna added (hard ban).
# IceDunes and Crevasse are weighted heavier here than on the Twilight plan because the Grey Sea is
# canon's coldest/fastest-shrinking of the two (terminator_sea.md Sec.2: "salt-encrusted, shrinking").
# Lore fit per def:
#   IceDunes          - proven already placed on this exact biome (5 live tiles) — the retreating
#                       sea's wind-raked ice fringe, thickest here of the two seas. Primary pick.
#   Crevasse          - a fracture in that same ice fringe; gated coastSides=0..0, safe mid-sea.
#   VEE_GravelBeach   - the stranded-shoreline terrace, this sheet's central retreat image (Sec.1),
#                       reused from the proven Twilight placement — same sea family, same mechanism.
#   Harbor            - Deepwater/Homesteader holdings drawing the last of the brine's fog-condensate.
#   AncientSmokeVent  - the salt-buried, wind-scoured war ruin (Sec.8), leaking gas into saturating brine.
tile,action,def
20709,landmark,VEE_GravelBeach
20710,landmark,AncientSmokeVent
20711,landmark,IceDunes
20712,landmark,Harbor
20713,landmark,Crevasse
20714,landmark,IceDunes
20717,landmark,Crevasse
20767,landmark,IceDunes
20771,landmark,Crevasse
20782,landmark,Harbor
20783,landmark,IceDunes
20784,landmark,Crevasse
20786,landmark,Crevasse
20787,landmark,Crevasse
20791,landmark,Harbor
21692,landmark,AncientSmokeVent
21693,landmark,AncientSmokeVent
21695,landmark,IceDunes
21723,landmark,Harbor
21728,landmark,IceDunes
21729,landmark,IceDunes
21731,landmark,IceDunes
21732,landmark,Crevasse
21734,landmark,IceDunes
21735,landmark,VEE_GravelBeach
21738,landmark,IceDunes
21739,landmark,VEE_GravelBeach
21740,landmark,VEE_GravelBeach
21741,landmark,Crevasse
21742,landmark,IceDunes
21743,landmark,VEE_GravelBeach
21745,landmark,IceDunes
21746,landmark,Harbor
21747,landmark,Harbor
21748,landmark,Harbor
21751,landmark,VEE_GravelBeach
21752,landmark,VEE_GravelBeach
21754,landmark,IceDunes
21755,landmark,IceDunes
21756,landmark,Crevasse
21758,landmark,Crevasse
21759,landmark,IceDunes
21760,landmark,IceDunes
21762,landmark,VEE_GravelBeach
21770,landmark,Crevasse
21773,landmark,VEE_GravelBeach
21774,landmark,AncientSmokeVent
21775,landmark,Harbor
21778,landmark,Harbor
21779,landmark,AncientSmokeVent
21780,landmark,Crevasse
21782,landmark,Harbor
21784,landmark,Crevasse
21786,landmark,AncientSmokeVent
21787,landmark,AncientSmokeVent
21802,landmark,IceDunes
21803,landmark,VEE_GravelBeach
21804,landmark,Harbor
21806,landmark,Crevasse
21807,landmark,VEE_GravelBeach
21812,landmark,Crevasse
21817,landmark,Harbor
21836,landmark,AncientSmokeVent
21837,landmark,VEE_GravelBeach
21838,landmark,Crevasse
21840,landmark,VEE_GravelBeach
21841,landmark,VEE_GravelBeach
21844,landmark,Crevasse
21847,landmark,AncientSmokeVent
21848,landmark,IceDunes
21849,landmark,AncientSmokeVent
21851,landmark,Harbor
21852,landmark,Crevasse
21853,landmark,Crevasse
21855,landmark,Crevasse
21862,landmark,IceDunes
21865,landmark,Harbor
21866,landmark,Harbor
21867,landmark,AncientSmokeVent
21868,landmark,VEE_GravelBeach
